bathrooms,bedrooms,latitude,longitude,price,interest_level
1.0,1,40.821,-73.9558,1745,1
2.0,2,40.7084,-74.0057,5175,1
2.0,2,40.7351,-73.9755,5581,1
1.0,1,40.7513,-73.9862,3300,1
3.0,4,40.7695,-73.9603,11100,1
2.0,2,40.7548,-73.9689,6495,2
1.0,1,40.7287,-73.9837,3800,1
1.5,2,40.7783,-73.947,3200,1
1.0,1,40.7678,-73.9915,4031,1
2.0,4,40.7062,-74.0099,5300,3
1.0,2,40.7123,-74.03399999999998,2960,1
2.0,4,40.7436,-73.9725,5900,3
2.0,3,40.6866,-73.9588,4250,1
1.0,2,40.8031,-73.957,3000,1
1.0,2,40.796,-73.9742,3100,1
1.0,2,40.7413,-73.9781,3100,2
1.0,2,40.7282,-73.9892,2525,3
1.0,0,40.7766,-73.9452,2149,1
1.0,2,40.722,-73.9837,3575,1
1.0,3,40.7337,-73.8476,2350,2
2.0,3,40.691,-73.9667,3695,2
1.0,0,40.7156,-74.0059,4000,1
1.0,2,40.66,-73.9296,1775,2
1.0,1,40.7163,-74.0042,3650,1
2.0,3,40.7027,-73.92,3300,1
1.0,1,40.7641,-73.9883,2350,2
1.0,1,40.6871,-73.9315,2125,1
1.0,3,40.7786,-73.9478,3450,2
1.0,1,40.7769,-73.9531,3100,1
2.0,3,40.7548,-73.9944,4750,1
1.0,2,40.778,-73.9489,3050,1
2.0,2,40.7829,-73.97710000000002,6000,1
2.5,3,40.7852,-73.9803,8000,1
1.0,1,40.7664,-73.9563,1975,1
1.0,1,40.7423,-73.9205,2050,1
1.0,0,40.7566,-73.9971,2495,2
1.0,2,40.8424,-73.8872,1650,3
2.0,4,40.7605,-73.9678,5000,2
2.0,4,40.8047,-73.9568,5500,1
1.0,0,40.7197,-73.99600000000002,1800,1
2.0,3,40.7182,-74.0148,5900,1
1.0,1,40.7619,-73.9609,2750,1
3.0,3,40.7382,-73.9918,13995,1
2.0,3,40.769,-73.9436,4270,2
2.0,5,40.7297,-73.9753,8274,1
2.0,2,40.7327,-73.8638,3112,1
1.0,0,40.7479,-73.95,2325,2
1.0,3,40.8,-73.9656,4000,1
1.0,3,40.7425,-73.9789,4500,2
2.0,2,40.7182,-73.9639,4805,1
1.0,2,40.7601,-73.9659,3300,1
1.0,1,40.7796,-73.9523,2000,1
3.5,3,40.7579,-73.9653,8700,1
1.0,1,40.7445,-73.9687,2499,2
1.0,0,40.7213,-73.9822,2100,1
1.0,1,40.7297,-73.9832,3000,3
1.0,0,40.5956,-73.7555,999,2
1.0,1,40.7779,-73.9515,3195,1
1.0,1,40.7633,-73.9849,3775,1
1.0,1,40.7667,-73.959,2050,1
2.0,1,40.7391,-73.9936,4925,1
1.0,1,40.7448,-73.9909,4178,1
1.0,0,40.71,-74.0143,2365,2
2.0,3,40.7319,-73.9817,4200,1
1.5,2,40.7751,-73.9787,3880,1
1.0,0,40.7559,-73.9658,2200,1
1.0,2,40.7586,-73.9838,3450,1
1.0,2,40.6767,-73.9225,1900,3
1.0,0,40.7844,-73.9708,2100,1
2.0,3,40.7407,-73.9822,7900,1
1.0,3,40.7447,-73.9741,4595,3
3.0,3,40.7957,-73.9727,7999,2
1.0,1,40.7424,-73.99600000000002,3375,2
1.5,2,40.7356,-74.0057,4395,1
1.0,3,40.7056,-74.0162,3150,2
1.0,1,40.8163,-73.9416,2150,1
1.0,2,40.8476,-73.9363,2250,2
1.0,1,40.7439,-73.9746,2150,3
1.0,2,40.7513,-73.9721,3950,2
1.0,1,40.7339,-74.0047,3925,1
1.0,2,40.7258,-73.9889,2900,3
1.0,1,40.7694,-73.9509,3195,1
1.0,1,40.7255,-73.95,2200,1
1.0,2,40.7446,-73.97399999999998,3202,2
2.0,4,40.7482,-73.9749,6100,1
1.0,0,40.7832,-73.9482,1850,1
2.0,2,40.7237,-73.9898,4695,2
1.0,0,40.7815,-73.9471,1950,2
2.0,3,40.714,-74.0085,8300,1
1.0,2,40.8491,-73.9365,2550,1
1.0,0,40.7053,-74.0161,2584,1
1.0,1,40.7448,-73.9253,2050,1
1.0,0,40.7723,-73.9481,2085,1
1.0,3,40.7845,-73.9498,3995,1
2.0,4,40.7399,-73.9864,6100,1
1.0,3,40.7406,-73.9809,4995,2
2.0,2,40.7775,-73.9536,3200,1
1.0,2,40.7549,-73.8735,2500,1
1.0,1,40.7283,-73.9857,2400,1
1.0,1,40.7067,-73.8333,1975,1
1.0,0,40.6491,-73.9449,1325,2
1.0,2,40.7574,-73.9681,3695,1
1.0,0,40.6682,-73.9801,1995,2
2.0,2,40.7461,-73.9947,5200,2
1.0,2,40.7808,-73.9483,2650,1
1.0,0,40.744,-73.9964,2500,1
1.0,0,40.7434,-73.9773,2295,1
2.0,3,40.7267,-73.9773,4800,1
1.0,1,40.7451,-73.9239,2150,1
2.0,4,40.7801,-73.9475,4510,1
1.0,0,40.7052,-74.008,4800,1
1.0,1,40.7612,-73.9978,3795,1
1.0,1,40.7539,-73.9677,3700,1
0.0,2,40.7752,-73.9622,17500,1
2.0,2,40.769,-73.9436,4500,1
2.0,3,40.7637,-73.9847,4600,1
1.0,0,40.7388,-73.9286,1700,1
1.0,2,40.7297,-74.00399999999998,3395,2
2.0,1,40.7633,-73.9596,4995,1
1.0,2,40.7438,-73.9743,3200,1
2.0,3,40.7679,-73.9237,3529,2
2.0,3,40.8019,-73.9611,6865,1
2.0,1,40.7769,-73.9531,2700,1
2.0,3,40.7593,-73.9959,4500,2
1.0,1,40.8217,-73.9455,1700,1
1.0,3,40.6759,-73.9226,2100,2
1.0,2,40.7372,-74.0012,3600,3
2.0,3,40.7812,-73.9483,5400,1
1.0,1,40.7316,-73.9839,2850,1
1.0,3,40.7226,-73.9963,4975,1
1.0,2,40.8163,-73.9416,2100,1
1.0,2,40.7316,-73.9839,3300,1
2.0,2,40.6898,-73.9797,4500,1
1.0,2,40.7516,-73.969,3140,1
1.0,3,40.7015,-73.904,2650,1
1.0,1,40.8448,-73.942,1850,1
1.0,2,40.7565,-73.9973,3295,1
2.0,2,40.7545,-73.9931,3700,2
2.0,4,40.7376,-73.976,5500,1
1.0,1,40.7274,-74.0017,4475,1
1.0,1,40.7639,-73.9894,2400,3
2.0,2,40.7183,-74.0147,5900,1
1.0,1,40.78,-73.949,2400,1
1.5,2,40.7471,-73.9723,4395,1
1.0,0,40.7176,-73.9531,2900,1
0.0,2,40.7084,-74.0066,4800,1
1.0,2,40.7604,-73.9968,4190,1
1.0,2,40.7767,-73.9505,2800,1
1.0,0,40.7753,-73.954,2500,2
1.5,3,40.7488,-73.9734,4785,2
1.0,0,40.8229,-73.9506,1550,2
1.0,1,40.7678,-73.9915,3759,1
1.0,2,40.7244,-73.9942,4525,1
1.0,1,40.7689,-73.9548,3200,1
1.0,1,40.7301,-73.9927,4250,1
1.0,1,40.6497,-73.9458,3550,1
1.0,0,40.7315,-73.8608,1400,3
0.0,0,40.7862,-73.9508,2600,1
1.0,1,40.7199,-73.9968,2650,1
1.0,1,40.7588,-73.9622,3995,1
1.0,1,40.7185,-73.9865,2950,2
1.0,1,40.7677,-73.9616,3660,1
1.0,2,40.7464,-73.9777,3195,3
1.0,0,40.7575,-73.9626,2632,2
1.0,0,40.6887,-73.9851,2400,2
2.5,3,40.7621,-73.9956,7575,1
1.0,3,40.8388,-73.9454,2385,3
1.0,1,40.7701,-73.9529,2500,1
1.0,1,40.7985,-73.9631,2045,2
1.0,2,40.7056,-74.0162,2760,2
2.0,3,40.7562,-73.9968,5500,1
2.0,2,40.7642,-73.9243,2495,1
1.0,2,40.7092,-74.0126,3330,1
1.0,1,40.7398,-73.998,2550,1
1.0,2,40.7895,-73.949,2995,1
1.0,0,40.7074,-74.0069,2920,1
1.0,0,40.7669,-73.9344,2062,1
1.0,2,40.7903,-74.2034,1800,1
1.0,2,40.7706,-73.9522,3200,1
1.0,0,40.6878,-73.9792,2495,1
1.0,1,40.7705,-73.9834,3500,1
1.0,1,40.7775,-73.9458,2400,2
1.0,0,40.7033,-74.014,2525,1
1.0,3,40.722,-73.9837,4699,1
1.0,3,40.7399,-73.9864,5200,1
1.0,2,40.7521,-73.9689,3400,2
1.0,1,40.7695,-73.9511,3020,1
1.0,2,40.7084,-74.0151,2775,3
1.0,4,40.7669,-73.9887,4895,2
2.0,2,40.7751,-73.9886,6080,1
1.0,2,40.7439,-73.9743,3000,1
1.0,2,40.7728,-73.9502,2750,2
1.0,4,40.6866,-73.9082,3025,2
2.0,2,40.7743,-73.9789,5500,2
1.0,1,40.7397,-73.9808,2200,2
2.0,2,40.7049,-74.008,5550,1
1.0,2,40.665,-73.9877,3350,1
1.0,2,40.7177,-73.9984,3995,2
1.0,1,40.7173,-73.9537,3695,1
1.0,0,40.7681,-73.9592,2150,1
1.0,1,40.7432,-73.9812,2950,1
1.0,1,40.7758,-73.9805,3190,1
1.0,2,40.7696,-73.9527,1950,2
2.0,2,40.7292,-73.98,4399,1
1.0,2,40.8005,-73.9516,2750,1
2.0,2,40.7087,-74.0058,4695,1
1.0,1,40.7441,-73.9163,1750,1
1.0,2,40.7427,-73.9794,2999,1
1.0,1,40.7663,-73.9222,1850,2
1.0,2,40.7251,-73.9513,2299,1
1.0,0,40.7617,-73.9617,2025,1
1.0,3,40.7643,-73.9877,3800,2
1.0,2,40.7423,-73.9821,2990,3
1.0,3,40.7363,-73.9794,3850,3
1.0,1,40.7632,-73.9907,2595,1
1.0,1,40.7937,-73.9761,2750,2
1.0,1,40.8465,-73.9346,1450,2
1.0,1,40.761,-73.987,2125,1
1.0,0,40.6426,-74.0186,1500,1
1.0,1,40.7423,-73.9205,2000,2
2.0,2,40.7179,-74.0148,7285,1
1.0,1,40.7094,-73.8301,1595,2
1.0,1,40.8668,-73.9277,1850,1
2.0,3,40.7073,-74.0046,4800,1
1.0,1,40.7334,-73.992,3600,2
1.0,0,40.7322,-73.9854,2395,1
1.0,0,40.7637,-73.9846,2725,1
2.0,4,40.764,-73.9591,5595,1
1.0,2,40.8063,-73.9563,2500,1
1.0,0,40.686,-73.9565,2200,1
1.0,1,40.7471,-73.9846,2800,1
1.0,3,40.708,-74.0149,3675,1
1.0,1,40.7429,-73.995,3500,1
2.5,2,40.7385,-73.9836,15995,1
2.0,4,40.7413,-73.9779,5995,2
1.0,0,40.7423,-73.9977,2300,1
1.0,0,40.7334,-74.0047,3350,1
1.0,1,40.7568,-73.9982,3765,1
1.0,1,40.7273,-73.984,3095,1
1.0,0,40.7781,-73.9777,1775,2
1.0,1,40.7386,-73.9819,2695,1
1.0,1,40.7484,-74.0057,3500,1
1.0,1,40.7676,-73.9813,5175,1
1.0,3,40.7378,-73.9877,5695,2
1.0,1,40.7253,-73.9886,3000,1
1.0,3,40.8433,-73.9392,2500,2
1.0,0,40.761,-74.0002,2695,2
1.0,0,40.7739,-73.9529,2400,1
1.0,2,40.7494,-73.9875,3100,2
1.0,0,40.7416,-73.9829,2400,1
1.0,1,40.7164,-73.8439,2700,1
1.0,2,40.729,-73.8616,1650,3
1.0,3,40.8034,-73.9662,4000,1
2.0,2,40.7606,-73.9963,4250,1
1.0,0,40.7458,-74.0021,2350,1
2.0,4,40.7104,-73.9876,5300,1
1.0,1,40.7617,-73.9618,2195,1
1.0,2,40.7073,-74.0046,3095,2
1.0,0,40.7505,-73.8955,1500,2
1.0,2,40.7095,-73.8302,1895,1
1.0,1,40.7074,-74.0069,3990,1
1.0,2,40.7806,-73.979,4250,1
1.0,1,40.7128,-74.0059,2520,1
1.0,1,40.7156,-74.0059,5390,1
1.0,1,40.74,-74.0038,4100,2
1.0,3,40.8292,-73.9406,3025,1
2.0,2,40.7858,-73.9565,4300,2
1.0,0,40.7413,-73.9779,2500,2
1.0,1,40.7548,-73.9944,3163,3
1.0,2,40.7074,-74.0081,4000,1
2.0,2,40.7448,-73.9909,6426,1
1.0,1,40.7091,-74.0182,3400,1
1.0,1,40.7803,-73.9503,2300,2
1.0,2,40.8376,-73.9443,1900,1
1.0,1,40.7538,-73.97399999999998,2795,1
1.0,0,40.774,-73.9492,1875,1
1.0,1,40.7954,-73.9333,1300,3
1.0,1,40.7621,-73.9773,2595,2
1.0,1,40.7784,-73.9533,3500,1
1.0,2,40.7448,-74.0017,4195,1
1.0,2,40.7868,-73.9504,4100,1
1.0,0,40.7676,-73.9876,1575,2
1.0,1,40.8963,-73.8969,1650,1
1.0,1,40.7053,-74.0103,3999,1
1.0,2,40.7805,-73.9487,2800,1
2.0,3,40.7073,-74.0046,4999,1
1.0,3,40.7426,-73.979,4795,1
2.0,4,40.714,-74.0085,7900,1
2.0,4,40.7436,-73.9727,5750,2
1.0,2,40.7667,-73.9874,5195,1
1.0,3,40.8369,-73.9454,2200,1
1.0,3,40.7231,-74.0044,3900,3
1.0,1,40.7171,-74.0047,5395,1
2.0,4,40.7369,-73.979,4900,3
1.0,2,40.7299,-73.9819,3495,3
1.0,2,40.7743,-73.9875,2950,2
1.0,0,40.7434,-73.9846,3730,2
1.0,1,40.7444,-73.9757,3900,1
1.0,1,40.7058,-74.0099,3285,1
1.5,2,40.6959,-73.9022,3199,1
1.0,1,40.7338,-74.0009,4450,1
1.0,1,40.7064,-74.0156,3595,1
1.0,2,40.7262,-73.9845,4295,1
1.0,3,40.7436,-73.9967,5830,1
1.0,1,40.7282,-73.9826,2995,2
1.5,2,40.7756,-73.9835,4895,1
1.0,1,40.7265,-73.984,3195,1
1.0,0,40.7705,-73.9501,1750,1
3.0,4,40.7169,-74.0149,12455,1
1.0,2,40.7601,-73.99,2875,1
1.0,2,40.7591,-73.9922,2900,3
1.0,1,40.7878,-73.9763,2900,2
1.0,2,40.7449,-73.9464,3853,1
1.0,1,40.771,-73.934,2584,3
1.0,1,40.753,-73.9958,3300,1
2.0,5,40.7297,-73.9753,8254,1
1.0,2,40.737,-74.0016,4800,2
1.0,0,40.8198,-73.9578,1650,3
1.0,2,40.8175,-73.9408,1995,2
1.0,1,40.7617,-73.992,2300,1
1.0,0,40.7841,-73.9487,2390,1
1.0,2,40.7061,-74.0111,6175,1
1.0,2,40.7909,-73.9655,5499,1
2.0,2,40.7796,-73.9528,10250,1
1.0,1,40.7773,-73.9469,2700,1
1.0,1,40.8272,-73.9397,1625,3
2.0,3,40.7424,-73.9999,4950,1
1.0,1,40.6192,-74.0334,1550,3
1.0,0,40.778,-73.9563,2000,2
1.0,2,40.7765,-73.9571,2950,1
1.0,2,40.8852,-73.8998,1750,3
0.0,3,40.7546,-73.9701,12400,1
1.0,3,40.8015,-73.9668,4600,1
1.0,2,40.7486,-73.9903,4250,2
1.0,2,40.7369,-73.979,3300,3
1.0,2,40.7594,-73.9712,3675,1
1.0,2,40.7902,-73.9678,4550,1
1.0,0,40.7602,-73.9689,2650,1
1.0,1,40.6407,-73.9533,2400,1
1.0,1,40.7375,-73.9808,4500,1
1.0,2,40.7316,-73.9839,3150,2
1.0,1,40.7784,-73.988,2960,2
1.0,2,40.7006,-73.975,2899,2
1.0,2,40.7514,-73.9862,4280,1
1.0,2,40.7366,-73.9934,3600,2
1.0,1,40.7278,-73.9999,2900,1
1.0,0,40.7364,-73.9809,2095,3
1.0,3,40.7513,-73.9721,4400,1
2.5,3,40.7825,-73.9805,15000,1
1.0,2,40.7289,-74.0012,2695,3
1.0,1,40.6879,-73.9858,2550,2
1.0,2,40.7763,-73.9518,3050,1
1.0,1,40.6975,-73.972,2500,2
1.0,0,40.7032,-73.9914,3671,1
1.0,2,40.8376,-73.9443,1900,1
1.0,1,40.7088,-74.0059,2800,1
1.0,1,40.7444,-73.9754,2600,2
1.0,1,40.7093,-74.016,3950,1
1.0,0,40.7654,-73.9816,2400,1
1.0,0,40.7399,-74.0036,2550,1
1.0,1,40.7993,-73.9689,2400,1
1.0,1,40.7862,-73.9508,3500,1
1.5,3,40.7025,-73.9129,2750,1
2.0,3,40.7548,-73.9944,5200,1
1.0,1,40.7771,-73.9445,2850,1
1.0,1,40.7287,-73.9788,2451,2
1.0,2,40.7298,-73.9854,3000,2
1.0,2,40.8679,-73.92399999999998,1875,3
1.0,0,40.7512,-74.0026,3540,1
3.0,4,40.7901,-73.9772,14000,1
1.0,1,40.7476,-74.0008,3119,1
1.0,1,40.7276,-74.0001,2650,2
1.0,0,40.7502,-73.9794,3000,1
1.0,1,40.6675,-73.9301,1400,3
1.0,0,40.7412,-73.9772,2200,2
1.0,2,40.7913,-73.9399,2295,2
2.0,2,40.7528,-73.9552,6500,1
2.0,2,40.7364,-73.9776,4870,1
1.0,0,40.7318,-73.9875,2850,1
2.0,2,40.7528,-74.0032,5955,1
1.0,1,40.7721,-73.9861,3100,2
1.0,0,40.7817,-73.9497,2000,1
1.5,1,40.7824,-73.9805,6395,1
1.0,0,40.7272,-73.9916,3596,2
1.0,0,40.7894,-73.9764,2350,1
1.0,2,40.803,-73.9664,2850,1
1.0,1,40.7323,-74.0023,2700,1
2.0,3,40.7372,-73.9981,6495,2
1.0,0,40.7522,-73.9702,2680,1
1.0,1,40.7426,-73.9808,3000,2
2.0,2,40.716,-74.0148,7100,1
2.0,4,40.7489,-73.9732,6350,2
1.0,2,40.7618,-73.9598,2995,2
2.0,3,40.8014,-73.9663,3700,3
1.0,0,40.7689,-73.9547,1950,1
2.0,1,40.7579,-73.9653,5795,1
1.0,1,40.714,-73.9858,1950,2
1.0,2,40.6742,-73.9759,2850,1
3.0,3,40.6858,-73.9256,3800,1
1.0,2,40.7256,-73.9476,3100,1
1.0,1,40.7546,-73.9938,1995,2
1.0,0,40.69,-73.9919,2710,1
1.0,3,40.7806,-73.9829,4250,1
2.0,2,40.7604,-73.9686,5850,1
1.0,2,40.7313,-74.002,3025,2
2.0,3,40.7888,-73.9807,10295,1
1.0,1,40.7456,-73.9905,4925,1
1.0,1,40.7937,-73.9425,1800,1
1.0,3,40.7716,-73.9066,2800,2
1.0,2,40.8006,-73.9691,4000,1
1.0,0,40.7568,-73.9982,2500,2
1.0,2,40.822,-73.9521,1995,3
1.0,1,40.6614,-73.9242,1400,3
1.0,1,40.7663,-73.9522,3500,2
0.0,0,40.776,-73.9556,2500,1
1.0,2,40.7528,-73.9709,3950,1
1.0,3,40.7069,-74.0157,3600,3
1.0,0,40.7974,-73.9706,2300,1
1.0,3,40.6515,-73.9609,2600,1
2.0,2,40.7069,-74.0103,5455,2
2.0,4,40.7413,-73.9781,6400,1
1.0,2,40.7494,-73.9875,3100,1
1.0,3,40.7929,-73.9506,2500,2
1.0,2,40.7612,-73.9635,3100,1
1.0,2,40.6282,-74.0294,2200,1
2.0,3,40.7516,-73.9717,5000,1
1.0,1,40.7747,-73.9507,3150,1
1.0,1,40.7666,-73.9563,1975,2
1.0,1,40.7792,-73.9514,2579,1
1.0,1,40.7583,-73.9642,3500,1
1.0,1,40.7642,-73.9939,2125,1
1.0,1,40.7448,-73.9919,3895,1
1.0,1,40.708,-74.0149,2500,2
1.0,0,40.7678,-73.9915,3404,1
2.0,3,40.776,-73.9839,12295,1
1.0,2,40.7224,-73.9925,3100,1
2.0,3,40.7751,-73.9206,2800,2
1.0,0,40.7739,-73.9511,2225,1
2.0,1,40.7389,-73.9929,4925,1
1.0,2,40.7438,-73.9743,3200,1
1.0,3,40.7494,-73.9875,3650,1
1.0,0,40.7489,-73.9765,2450,1
1.0,2,40.7055,-74.0097,3500,1
1.0,1,40.7344,-74.0001,3800,1
1.0,3,40.7775,-73.9535,3300,1
1.0,1,40.7421,-73.9835,3395,1
1.0,1,40.7645,-73.984,2760,2
1.0,2,40.7073,-74.0046,3000,2
1.0,2,40.7296,-73.9986,3350,3
1.0,1,40.7631,-73.9581,2400,1
1.0,3,40.7229,-74.00399999999998,5172,3
3.0,3,40.7632,-73.9657,12199,1
1.0,0,40.7343,-74.001,2525,1
1.0,1,40.7061,-74.0111,3850,1
1.0,1,40.7791,-73.9803,3330,1
1.0,0,40.7717,-73.9518,2450,1
1.0,1,40.7634,-73.9596,3500,1
1.0,1,40.7859,-73.9516,2295,1
1.0,0,40.7983,-73.9631,2045,1
1.0,2,40.7488,-73.9956,3000,1
1.0,3,40.8234,-73.9457,2400,2
1.0,2,40.7857,-73.8811,3000,1
1.0,3,40.7775,-73.9535,3300,3
1.0,1,40.8684,-73.9198,2295,1
1.0,1,40.7196,-74.0109,4100,2
1.0,3,40.7286,-73.9848,4400,1
1.0,1,40.7239,-73.9947,3300,1
2.0,2,40.7137,-73.9904,3950,1
1.0,2,40.7726,-73.926,3250,1
1.0,2,40.7586,-73.9938,3250,1
1.0,1,40.7291,-73.952,2500,2
1.0,1,40.7898,-73.9488,2253,1
1.0,2,40.7242,-73.9824,2479,1
1.0,1,40.7574,-73.968,2523,2
1.0,1,40.7487,-73.9901,3990,2
2.0,2,40.7902,-73.9677,4299,2
1.0,1,40.7897,-73.9488,2350,1
1.0,1,40.776,-73.9528,3425,1
1.0,1,40.7053,-74.0103,4247,1
1.0,0,40.7793,-73.9496,1710,1
1.0,3,40.7264,-73.9836,4895,2
1.0,1,40.7349,-73.9863,4250,1
2.0,4,40.7478,-73.9571,4700,1
1.0,0,40.7077,-74.008,3030,1
1.0,1,40.7634,-73.9638,3495,1
1.0,0,40.7873,-73.9809,1800,2
2.0,1,40.7083,-74.0068,4000,1
1.0,2,40.6996,-73.9185,2600,1
1.0,1,40.7604,-73.987,3495,1
1.0,0,40.7067,-74.0101,3000,1
1.0,2,40.7631,-73.9581,2800,1
1.0,2,40.756,-73.9687,2800,1
2.0,3,40.7802,-73.9568,10000,1
1.0,1,40.8243,-73.9415,1550,2
1.0,2,40.7461,-73.9947,3750,2
1.0,0,40.7546,-73.9983,2150,1
1.0,0,40.7825,-73.9833,2300,1
1.0,0,40.7679,-73.9547,1998,2
1.0,0,40.7025,-74.0138,2700,1
1.0,2,40.722,-73.9876,3600,2
1.0,3,40.7328,-73.985,4500,1
2.0,3,40.7174,-73.9617,6350,1
2.0,3,40.7436,-73.9727,4000,3
1.0,1,40.7084,-74.0057,3395,1
2.0,0,40.7321,-74.008,5825,1
1.0,2,40.7177,-73.9984,3995,2
1.0,1,40.7609,-73.986,3995,1
1.0,1,40.7691,-73.9857,3900,1
1.0,0,40.7479,-73.9762,2395,1
1.0,2,40.7238,-73.9898,4195,1
1.0,2,40.766,-73.947,3041,2
1.0,0,40.7601,-73.9901,2000,2
1.0,0,40.7611,-73.9894,2250,1
1.0,2,40.7601,-73.99,3400,1
2.0,4,40.7348,-73.9865,7000,2
1.0,0,40.7372,-73.9981,2625,1
3.0,4,40.7901,-73.9774,12000,1
2.0,3,40.7244,-73.9942,6300,1
1.0,1,40.7252,-73.9947,4550,1
1.0,1,40.7406,-73.9822,3395,1
1.0,1,40.8788,-73.9144,1850,1
1.0,1,40.7427,-73.9945,2725,2
1.0,1,40.7759,-73.9531,2195,2
3.0,3,40.7754,-73.9502,14000,1
1.0,2,40.7585,-73.9913,3125,1
1.0,1,40.7071,-74.0107,4100,1
2.0,3,40.7793,-73.9532,7125,1
1.0,1,40.8362,-74.0482,2750,1
1.0,1,40.7553,-73.9678,4000,1
1.0,0,40.7855,-73.9752,2050,2
1.0,1,40.7067,-74.0072,2995,2
1.0,2,40.7446,-73.97399999999998,3295,1
1.0,1,40.7528,-74.0032,3995,1
1.0,0,40.7391,-73.9963,1999,1
1.0,0,40.7388,-74.0019,2350,3
2.0,3,40.7437,-73.9585,5500,1
1.0,0,40.7389,-73.9809,1900,2
1.0,1,40.7304,-74.0051,3595,1
1.0,1,40.7568,-73.9982,3112,2
1.0,1,40.8132,-73.9716,1724,2
1.0,0,40.753,-73.9959,2500,1
2.0,3,40.7311,-73.9875,6695,2
5.0,4,40.7161,-74.008,85000,1
1.0,1,40.7346,-74.0064,3800,1
2.0,3,40.7427,-73.9957,5150,1
2.0,2,40.7437,-73.9585,4300,1
1.0,1,40.773,-73.9558,2350,1
1.0,1,40.6396,-73.9577,1550,3
1.0,0,40.7295,-73.9788,2100,2
1.0,2,40.7332,-73.8735,1900,1
1.0,0,40.7437,-73.9806,1850,2
1.0,0,40.7348,-73.9865,3000,1
1.0,1,40.7283,-73.9839,2500,2
1.0,1,40.7655,-73.9785,3425,1
1.0,2,40.7447,-73.9741,3295,2
1.0,1,40.7909,-73.9773,2625,1
1.0,1,40.7535,-73.9648,3100,1
1.0,2,40.7687,-73.9867,3800,1
1.0,2,40.7313,-74.0029,3400,1
1.0,2,40.7431,-73.98,3350,1
1.0,0,40.7078,-74.0026,2530,1
1.0,1,40.7467,-73.9854,3500,1
2.0,3,40.7778,-73.9512,8000,1
1.0,1,40.7551,-73.9928,4050,1
1.0,1,40.7463,-73.9407,3100,1
1.0,1,40.7701,-73.9529,2100,3
1.0,1,40.7036,-73.8631,2699,1
2.0,3,40.8034,-73.9576,4000,1
2.0,2,40.7186,-73.96340000000002,5045,1
1.0,0,40.7464,-73.9802,2495,2
1.0,0,40.7603,-73.9954,2695,1
1.0,1,40.8687,-73.9175,1950,2
0.0,1,40.7476,-74.0009,2599,1
2.0,3,40.7939,-73.9695,4650,1
1.5,3,40.7157,-73.9413,3000,1
1.0,1,40.655,-74.0183,3846,1
1.0,2,40.7743,-73.9874,2623,2
1.0,0,40.7514,-73.9864,2650,2
1.0,3,40.8029,-73.965,4000,2
1.0,1,40.7725,-73.9478,1995,1
1.0,1,40.7606,-73.9994,3100,1
1.0,2,40.7548,-73.9944,3600,1
1.0,1,40.7834,-73.9534,2400,1
1.0,1,40.7645,-73.984,3400,1
1.0,2,40.7242,-73.9824,2480,3
1.0,1,40.6084,-74.0074,1400,1
1.0,1,40.7032,-73.9914,6558,1
1.0,0,40.7484,-73.9772,2150,2
1.0,4,40.8192,-73.94,3450,1
1.0,1,40.8549,-73.8284,1400,3
1.0,3,40.6875,-73.9931,3600,3
2.0,2,40.7121,-74.0086,5995,1
1.0,1,40.7381,-74.0026,4075,1
2.0,3,40.7993,-73.9604,3750,2
1.0,1,40.7439,-73.9743,3500,1
1.0,0,40.7331,-74.0047,2495,2
2.0,2,40.7594,-73.9593,7800,1
1.0,0,40.7506,-73.9844,1950,1
1.0,0,40.7645,-73.984,2975,2
1.0,2,40.7855,-73.977,3399,1
1.0,1,40.7634,-73.9638,3900,1
1.0,0,40.806,-73.9535,1950,2
1.0,2,40.688,-73.9151,2099,1
1.5,3,40.6999,-73.9221,3095,1
1.0,1,40.7681,-73.954,2400,1
2.0,3,40.7453,-73.9844,5995,2
1.0,1,40.7792,-73.9484,2225,1
1.0,2,40.7074,-74.0069,2950,1
1.0,1,40.7868,-73.9504,3900,1
3.0,3,40.7468,-73.9903,20995,1
1.0,1,40.7326,-73.9749,3268,1
1.0,1,40.7121,-74.0086,3845,1
1.0,0,40.7713,-73.9538,1875,2
1.0,2,40.6899,-73.9941,4500,1
2.0,2,40.7459,-73.9572,4195,1
1.0,0,40.7442,-73.8925,1700,1
1.0,1,40.726,-73.9784,2895,2
1.5,2,40.7387,-74.0085,6100,1
1.0,1,40.7287,-73.9837,3800,1
1.0,1,40.7032,-73.9914,4326,1
1.0,0,40.7747,-73.9525,1700,3
1.0,0,40.7624,-73.9614,2500,2
2.0,3,40.7375,-73.9808,4800,1
1.0,0,40.7488,-73.9868,3250,1
1.0,1,40.7378,-74.0084,4500,1
1.0,3,40.845,-73.9401,3400,1
1.0,1,40.8304,-73.9489,1800,1
1.0,0,40.7441,-73.9964,2425,1
1.0,0,40.762,-73.9636,1900,1
2.0,3,40.7804,-73.9522,8125,1
1.0,0,40.7678,-73.9915,3011,1
2.0,2,40.7826,-73.9469,3800,2
1.0,0,40.8383,-73.9397,1850,1
1.0,2,40.7254,-73.9799,3695,3
2.0,2,40.7716,-73.9506,5600,1
1.0,2,40.6912,-73.9668,3500,1
1.0,2,40.8014,-73.9663,3600,1
1.0,2,40.7643,-73.9918,3495,1
