bathrooms,bedrooms,price,longitude,latitude,interest_level
1.5,4,3675,-73.9424,40.7862,1
3.0,3,10000,-73.9592,40.7595,1
1.0,1,5250,-73.9814,40.7733,1
1.0,1,1895,-73.9536,40.7706,3
1.0,0,2850,-73.9565,40.7699,1
1.0,1,2850,-73.9818,40.7468,1
1.0,0,2850,-73.9875,40.7494,1
1.0,1,3695,-74.0054,40.7354,2
1.0,2,3362,-73.9803,40.7465,2
2.0,3,3500,-73.8507,40.7231,1
1.0,0,2295,-73.9551,40.7802,1
1.0,2,4195,-73.9724,40.7923,1
1.0,0,2800,-73.9639,40.7182,2
1.0,2,2995,-73.9794,40.7297,2
2.0,4,4400,-73.9668,40.8012,1
1.0,0,2850,-73.9565,40.7699,1
1.0,1,3500,-74.0042,40.7163,1
1.0,2,3450,-73.9852,40.7272,1
1.0,0,4605,-73.9922,40.7248,1
1.0,0,4800,-73.9638,40.7634,1
1.0,2,3200,-73.9694,40.7555,1
1.0,3,1950,-73.8783,40.6709,2
1.0,1,3495,-73.9917,40.7709,2
1.0,2,3000,-73.9765,40.7489,3
1.0,2,3195,-73.9754,40.746,3
1.0,1,2600,-73.9571,40.7187,2
1.0,1,1700,-73.9208,40.6834,1
1.0,0,2680,-73.9832,40.7281,1
2.0,1,4040,-73.9469,40.7826,1
2.0,2,2799,-73.9324,40.6806,1
1.0,3,3400,-73.9875,40.7743,2
1.0,3,4900,-73.9811,40.7394,1
1.0,2,2295,-73.9175,40.8687,1
2.0,3,4995,-73.9815,40.7418,1
1.0,1,1875,-73.9935,40.764,1
1.0,0,3500,-73.9896,40.7341,1
1.0,0,1800,-73.9544,40.7724,3
1.0,0,2500,-73.987,40.7682,2
1.0,3,3925,-74.0046,40.7073,2
1.0,1,5125,-74.0009,40.7338,1
1.0,1,2299,-73.9493,40.7706,1
1.0,2,2595,-74.0059,40.7088,3
1.0,1,2850,-73.9824,40.7817,1
2.0,3,4100,-73.9564,40.7481,1
2.0,3,5202,-73.9662,40.7542,1
1.5,4,3000,-73.9526,40.6498,1
1.0,1,3965,-74.0045,40.7521,1
1.0,2,4975,-73.9689,40.7602,1
1.0,0,2100,-73.994,40.6985,1
1.0,2,3125,-73.9958,40.753,2
1.0,0,2400,-73.9786,40.7634,1
2.0,3,6395,-73.9987,40.7479,1
1.0,0,2850,-73.9714,40.785,1
1.0,0,2350,-73.9657,40.7567,1
1.0,1,3590,-74.0069,40.7074,1
1.0,4,6000,-73.9871,40.7298,2
2.0,2,4120,-73.9636,40.755,1
1.0,1,3230,-73.9475,40.78,1
1.0,0,1995,-73.9829,40.7253,2
2.0,2,4995,-74.0069,40.7074,1
1.0,2,2600,-73.9461,40.7827,1
1.0,3,3350,-74.0149,40.7083,1
1.0,2,4200,-73.9872,40.7221,1
1.0,1,4446,-73.9909,40.7448,1
1.0,1,3650,-73.9603,40.7695,1
1.0,0,2000,-73.9498,40.7794,1
1.0,2,2399,-73.95100000000002,40.6759,2
1.0,1,2895,-74.0046,40.7073,1
2.0,3,6595,-73.9677,40.7902,1
1.0,3,4595,-73.9741,40.7447,2
1.0,1,2699,-73.9624,40.7612,1
1.0,1,2500,-73.9528,40.7819,2
1.0,2,2700,-73.8513,40.7199,1
1.0,1,1995,-73.9699,40.7932,1
1.0,2,3595,-73.9826,40.7302,1
1.0,0,1800,-73.99600000000002,40.7197,1
1.0,1,1650,-73.9398,40.8257,1
1.0,1,2800,-73.97399999999998,40.7538,2
1.0,1,4275,-73.9509,40.7826,1
1.0,3,2500,-73.9366,40.8444,1
1.0,0,2595,-73.9835,40.732,1
2.0,3,6000,-74.0014,40.7419,1
1.0,0,3150,-73.9927,40.7301,1
1.0,0,1895,-73.9914,40.7623,2
1.0,2,5817,-74.0111,40.7061,1
2.0,3,7250,-73.9748,40.7481,1
2.0,5,6500,-73.9532,40.7762,1
3.5,4,13000,-74.0083,40.7103,1
1.0,0,1525,-73.8525,40.7359,2
1.0,0,2950,-73.9552,40.6942,1
1.0,0,2250,-73.9755,40.7859,1
1.0,2,3595,-73.9741,40.7447,1
1.0,3,3150,-73.9802,40.7457,3
1.0,0,2100,-73.9648,40.7584,3
1.5,2,4195,-73.9895,40.7291,1
2.0,4,6800,-73.9884,40.7255,2
1.0,3,4700,-73.9803,40.7801,2
1.0,1,4425,-74.0096,40.7141,1
2.0,2,3000,-73.9624,40.7994,2
1.0,2,4200,-74.0096,40.7141,1
1.0,1,5550,-73.9851,40.7437,1
2.0,3,4580,-73.9727,40.7436,1
1.0,3,3850,-74.0149,40.708,3
0.0,2,3599,-73.977,40.7855,1
1.0,0,2375,-73.9518,40.7717,1
1.0,1,2100,-73.9893,40.7639,1
1.0,2,3850,-73.956,40.7133,1
1.0,0,1927,-73.9345,40.8025,1
1.0,2,5275,-74.0179,40.7098,1
1.0,3,3450,-73.9568,40.778,3
1.0,3,2500,-73.8304,40.7072,1
1.0,0,2050,-73.9901,40.7601,1
2.0,3,5345,-73.9959,40.7593,1
1.0,1,2150,-73.9753,40.6801,2
1.0,0,3167,-74.0089,40.7045,1
1.0,1,2300,-73.9508,40.7288,1
1.0,0,3440,-74.0026,40.7512,1
1.0,1,2095,-73.9536,40.7772,1
1.0,0,1899,-73.9893,40.7606,2
1.0,2,2800,-73.9517,40.7824,2
1.0,1,2495,-73.9907,40.7632,1
3.5,3,12500,-74.0055,40.7111,1
1.0,2,2599,-73.96340000000002,40.7619,3
1.0,3,3395,-73.9669,40.8021,2
1.0,1,3100,-73.9978,40.7612,2
1.0,2,2364,-73.8487,40.7286,2
1.0,3,4500,-73.9884,40.7255,2
1.0,0,2195,-73.9999,40.7297,1
2.0,2,5300,-73.9861,40.7608,3
1.0,2,4200,-73.9963,40.7606,1
1.0,2,4850,-73.9685,40.794,1
1.0,2,3000,-73.96600000000002,40.8012,1
1.0,0,3206,-74.0089,40.7045,1
1.0,0,2500,-73.9938,40.7199,2
1.0,1,2700,-73.9975,40.7399,1
1.0,0,3175,-73.9927,40.7301,1
1.0,1,3730,-73.988,40.7784,1
1.0,2,1900,-74.0113,40.6482,2
1.0,0,2690,-73.976,40.7786,1
1.0,2,3600,-73.9809,40.6811,2
1.0,1,1795,-73.9603,40.8136,2
1.0,3,5595,-73.9864,40.7399,1
1.0,2,3500,-73.9918,40.6893,1
1.0,0,2300,-73.9688,40.789,1
1.0,2,2999,-73.9523,40.7783,1
1.0,0,3120,-74.0055,40.7111,1
2.0,2,2950,-73.9878,40.764,2
1.0,0,2933,-73.9803,40.7825,3
1.5,3,2995,-73.9202,40.6872,1
2.0,3,4675,-73.9544,40.7716,1
1.0,2,5450,-73.9874,40.7403,1
1.0,2,3295,-73.9712,40.7595,2
1.0,1,2195,-73.9792,40.7418,2
1.0,0,1900,-73.9489,40.77,1
1.0,0,1675,-73.9386,40.813,1
1.0,2,2800,-73.9559,40.7663,1
1.0,2,4244,-73.9767,40.729,3
3.0,4,15000,-73.97800000000002,40.7774,2
1.0,2,4600,-73.9839,40.7223,1
1.0,1,3250,-73.9789,40.7491,1
1.0,1,2500,-73.9925,40.7598,1
1.0,1,4199,-74.0017,40.7274,1
0.0,1,3375,-74.0059,40.7075,1
1.0,2,3400,-73.9862,40.7514,2
2.0,3,5300,-73.9939,40.7586,1
1.0,1,5895,-73.9916,40.7272,1
1.0,1,3323,-73.9613,40.7653,1
2.0,3,4980,-73.9795,40.7404,1
1.0,1,1550,-73.9491,40.6778,3
2.0,3,6812,-73.9725,40.7436,1
1.0,0,7450,-73.9931,40.7255,1
1.0,1,2495,-73.97399999999998,40.7446,1
2.0,2,6875,-73.9897,40.7745,1
1.0,1,2800,-73.982,40.7418,1
1.0,0,2800,-73.9805,40.7392,1
1.0,0,2350,-73.9507,40.7814,2
2.0,2,7570,-73.9502,40.7754,1
1.0,1,2595,-73.9655,40.7664,1
2.0,3,8490,-73.9969,40.742,2
1.0,1,3510,-73.9837,40.7783,1
1.0,0,3020,-73.9498,40.7856,1
1.0,1,2950,-73.9816,40.7298,1
1.0,1,2500,-73.9431,40.6951,1
2.0,6,7500,-73.9641,40.7986,1
1.0,1,2350,-73.9839,40.7316,1
1.0,2,3550,-73.9963,40.7606,1
2.0,3,4020,-74.0454,40.7292,2
2.0,3,6738,-73.993,40.6972,1
1.0,1,5015,-73.9905,40.7456,1
1.0,2,2495,-73.9481,40.7153,3
1.0,1,3680,-73.9938,40.7376,2
1.0,1,3100,-73.9785,40.7792,1
1.0,1,2090,-73.9849,40.7197,2
1.0,1,1950,-73.9581,40.7631,2
1.0,1,2471,-73.9968,40.7562,3
1.0,1,3325,-73.9963,40.7606,1
1.5,2,5100,-73.9705,40.7957,1
1.0,0,2095,-73.9898,40.7273,1
1.0,1,1750,-73.9408,40.8175,1
2.0,3,2500,-73.9145,40.6861,2
1.0,0,1900,-73.9785,40.7268,2
1.0,0,2100,-73.9877,40.7218,1
1.0,1,3425,-74.0069,40.7091,1
1.0,0,2400,-73.9505,40.7771,2
3.0,3,7200,-73.9624,40.7698,1
1.0,1,2100,-73.9205,40.7423,1
2.0,3,4700,-73.9667,40.7953,1
2.0,2,5100,-74.0069,40.7074,1
1.0,1,2400,-73.9828,40.7496,1
1.0,0,1825,-73.9494,40.7703,3
1.5,3,4995,-73.9753,40.7895,1
2.0,2,5500,-73.9737,40.7911,1
1.5,3,4900,-73.9781,40.7413,1
2.0,3,5200,-73.9889,40.7258,1
2.0,2,4750,-73.9742,40.7959,1
1.0,0,1895,-73.9807,40.7873,1
1.0,0,2300,-73.9802,40.7469,3
1.0,1,3000,-73.9542,40.7723,1
1.0,1,2725,-73.9968,40.7199,1
2.5,2,8995,-73.9596,40.7634,1
1.0,1,2700,-73.9676,40.7951,3
1.0,2,2700,-73.9599,40.814,1
1.0,1,3350,-74.0049,40.7321,1
1.5,2,2595,-73.9962,40.7131,1
1.0,1,3000,-73.9847,40.7637,1
1.0,3,3300,-73.9535,40.7775,1
1.0,1,2200,-73.9151,40.688,1
1.0,2,3350,-73.9695,40.7556,2
1.0,2,2650,-73.9482,40.7804,2
1.0,2,3650,-73.9883,40.7223,1
1.0,3,2950,-73.9471,40.8273,1
1.0,1,1650,-73.9396,40.8448,2
1.0,4,5100,-73.9591,40.7994,1
1.0,2,2090,-73.9374,40.6808,1
1.0,2,3800,-73.9867,40.7687,1
3.0,4,5500,-73.9695,40.753,2
1.0,1,2550,-73.9292,40.7687,1
1.0,1,2850,-73.9561,40.7472,2
1.0,1,3200,-73.9782,40.7426,1
1.0,0,2500,-73.9674,40.7943,2
1.0,2,2300,-73.9327,40.6744,1
1.5,1,6395,-73.9812,40.7716,1
1.0,2,2000,-73.9467,40.8292,1
1.0,1,2700,-73.9655,40.7609,1
2.0,0,8995,-74.0027,40.7182,1
1.0,2,2000,-73.9336,40.7972,1
1.0,0,3175,-73.9946,40.752,2
1.0,1,2450,-73.9788,40.7466,1
2.0,2,7800,-73.9741,40.7924,1
2.0,4,4400,-73.959,40.8115,1
1.0,1,3295,-73.9525,40.7747,1
1.0,2,3461,-74.0149,40.708,1
1.0,3,3450,-73.9446,40.8014,1
1.0,1,3650,-73.9754,40.7444,1
1.0,1,2850,-73.9288,40.7404,1
2.0,3,4750,-73.9789,40.7492,1
1.0,2,4790,-73.9998,40.7613,1
1.0,1,4400,-73.9522,40.7663,1
1.0,1,1995,-73.9547,40.5758,2
2.0,2,4120,-73.9636,40.755,1
2.0,1,3800,-73.9713,40.7506,1
2.0,4,4150,-73.9651,40.8024,1
1.0,1,2695,-73.9784,40.7843,1
1.0,1,2970,-73.9772,40.7412,1
2.0,4,6000,-73.9727,40.7436,1
1.0,2,3900,-73.9839,40.7316,1
1.0,0,2850,-73.9677,40.7902,1
2.0,4,5500,-73.9644,40.7988,1
1.0,1,4725,-73.9919,40.7436,1
1.0,1,2150,-73.9814,40.7294,2
1.0,1,2895,-73.9539,40.7807,1
2.0,2,6375,-73.9944,40.7518,1
2.0,3,7958,-73.9845,40.7454,1
1.0,0,2100,-73.9766,40.7808,1
2.0,2,2899,-73.8937,40.7544,1
1.0,0,2500,-73.9814,40.7768,3
2.0,2,5550,-73.9784,40.7361,1
1.0,2,4795,-73.9887,40.7401,1
2.0,1,2850,-73.9722,40.7829,2
2.0,2,6500,-73.9677,40.7606,1
1.0,2,2995,-73.9794,40.7297,2
2.0,3,3150,-73.9578,40.8198,2
1.0,0,1605,-73.8565,40.7241,1
1.0,3,2899,-73.9601,40.719,3
1.0,1,2700,-73.9531,40.7708,2
1.0,0,1850,-73.953,40.7757,3
1.0,0,1250,-73.8282,40.8466,3
1.0,1,2700,-73.9404,40.7165,2
1.0,3,5000,-73.9666,40.7555,1
2.0,2,5900,-73.9498,40.7735,1
2.0,2,5630,-73.9531,40.7176,1
1.0,2,3500,-73.9917,40.6893,1
1.0,2,5212,-73.97800000000002,40.7329,1
1.0,0,2500,-73.9982,40.7568,1
1.0,2,3295,-73.9838,40.7287,1
1.0,2,3195,-73.9978,40.7612,1
1.0,2,2250,-73.9358,40.6896,2
1.0,1,2550,-73.9528,40.7769,1
1.0,0,3000,-73.9767,40.7777,1
1.0,3,2600,-73.931,40.6875,1
1.0,2,3540,-74.0113,40.7024,1
1.0,0,2300,-73.9611,40.768,1
1.0,2,1750,-74.0138,40.63,3
1.0,2,2495,-73.9494,40.7702,1
1.0,1,1600,-73.9376,40.8404,1
2.0,2,3385,-73.8638,40.7327,2
1.0,2,3350,-74.0108,40.7063,1
2.5,3,7070,-73.9919,40.6939,1
1.0,0,2100,-73.9566,40.7729,1
1.0,2,3650,-73.9756,40.7826,1
1.0,2,2900,-73.9664,40.803,2
1.0,1,4295,-74.0057,40.7356,1
2.0,4,4995,-73.9619,40.7965,2
2.0,3,5100,-73.9904,40.7328,3
1.0,1,1450,-73.936,40.8432,3
1.0,2,3200,-73.9889,40.7258,2
1.0,0,1300,-73.8592,40.7261,3
1.0,2,4495,-73.984,40.7645,1
1.0,2,4095,-73.9563,40.7681,1
1.0,2,3150,-74.0031,40.7288,3
1.0,1,4140,-73.9901,40.7487,1
1.0,0,1350,-73.8288,40.7663,3
1.0,1,4100,-73.9947,40.7461,1
1.0,2,1800,-73.9206,40.6809,2
1.0,3,3750,-73.9647,40.8028,1
1.0,0,3348,-73.9914,40.7032,1
1.0,1,2000,-73.9404,40.8294,1
1.0,1,2750,-73.9566,40.7704,2
1.0,1,2150,-73.9519,40.7699,1
1.0,0,3150,-73.9937,40.7641,1
1.0,3,2950,-73.9578,40.8198,1
1.0,0,2475,-73.9782,40.7749,1
1.0,2,5500,-73.9506,40.7724,1
2.0,2,9595,-73.9805,40.7824,1
1.0,1,3225,-74.0046,40.7073,1
2.0,3,4400,-73.9515,40.7779,2
2.0,3,4500,-73.9944,40.7548,3
1.0,2,3200,-73.9982,40.7568,2
1.0,0,2150,-73.98100000000002,40.7728,1
1.0,2,2595,-73.9478,40.7817,1
1.0,1,2275,-73.9484,40.7792,3
1.0,0,3000,-74.0089,40.7328,1
1.0,0,2300,-73.9762,40.7478,1
1.0,1,2700,-74.0027,40.7324,1
1.0,2,2300,-73.9216,40.6907,2
1.0,2,5150,-74.0095,40.7054,1
1.0,1,5195,-74.0009,40.7338,1
2.0,2,3000,-73.9471,40.6787,2
1.0,2,3300,-74.0149,40.708,2
1.0,2,3200,-74.0065,40.7079,2
1.0,4,4250,-73.9533,40.8105,1
1.0,2,2250,-73.913,40.6955,1
1.0,2,3495,-73.9895,40.7291,1
1.0,1,1975,-73.9205,40.7423,2
1.0,1,2275,-73.9541,40.7685,1
1.0,1,3280,-73.9803,40.7465,1
1.0,0,2525,-74.0008,40.7478,1
1.0,1,2649,-73.9454,40.7767,1
1.0,1,1550,-73.9234,40.8649,1
1.0,1,4034,-74.0111,40.7061,1
1.0,1,1400,-73.8763,40.7122,3
1.0,1,3637,-73.9928,40.7559,1
1.0,0,2299,-73.9808,40.7411,1
1.0,2,2750,-73.9623,40.7963,1
1.0,0,2300,-73.9786,40.7482,1
2.0,2,2800,-73.9746,40.7445,3
1.0,0,2395,-74.0053,40.7334,1
1.0,0,1975,-73.9538,40.7721,1
1.0,0,2000,-73.9507,40.7814,3
1.0,3,2800,-73.9882,40.765,2
1.0,1,2795,-73.9663,40.755,1
1.0,1,2800,-73.9709,40.7528,1
0.0,0,2525,-74.0059,40.7075,1
2.0,3,4800,-73.9946,40.752,3
1.0,1,1750,-73.8569,40.7267,1
1.0,0,2350,-73.9885,40.7248,1
1.0,2,4350,-73.9964,40.727,2
1.0,2,3395,-73.9426,40.7272,1
2.0,2,6500,-73.9678,40.7605,1
1.0,2,2350,-73.9443,40.8376,1
1.0,1,4350,-73.9963,40.7322,1
1.0,0,2350,-73.9789,40.7492,3
1.0,2,3400,-73.9916,40.6892,1
2.0,2,1100,-73.9636,40.7661,2
1.0,0,2500,-73.9617,40.7604,1
1.5,3,3300,-73.9405,40.7863,1
1.0,1,6595,-73.9817,40.7707,1
1.0,2,4600,-73.9705,40.7957,1
1.0,1,3145,-74.0059,40.7075,1
1.0,2,4300,-74.0027,40.7074,1
1.0,0,1975,-73.9541,40.7694,1
1.0,1,2850,-74.0028,40.7321,1
1.0,1,1900,-73.9504,40.7802,2
1.0,0,3000,-73.9718,40.7836,1
1.0,0,1400,-73.9355,40.8008,1
1.0,2,3995,-73.9939,40.7214,1
1.0,2,3300,-73.9864,40.7514,2
1.0,2,2995,-73.95100000000002,40.724,2
1.0,2,1787,-73.9234,40.8649,3
1.0,2,2795,-74.0089,40.7045,1
1.0,1,1435,-74.0186,40.6287,1
2.0,2,5879,-74.0055,40.7111,1
1.0,1,2450,-73.9759,40.7462,1
1.0,2,2850,-73.9859,40.766,1
1.0,1,2650,-73.9544,40.7715,1
1.0,2,4500,-73.9836,40.7385,1
1.0,1,2100,-73.9949,40.6919,1
2.0,3,4975,-73.9846,40.7228,1
2.0,2,3226,-73.8694,40.7334,1
1.0,1,4500,-73.9861,40.7721,1
2.0,2,2100,-73.9482,40.8291,1
1.0,1,2095,-73.9577,40.76300000000001,1
1.0,2,2850,-73.9473,40.7732,3
1.0,2,3200,-73.9789,40.7425,1
1.0,2,3650,-73.9545,40.772,2
1.0,3,2500,-73.9392,40.8433,2
2.0,2,4895,-73.9785,40.7348,1
1.0,1,2600,-73.9531,40.7744,1
1.0,0,2500,-73.9779,40.7466,1
1.0,2,2650,-73.9481,40.7751,1
1.0,1,1775,-73.8256,40.7659,2
1.0,1,3945,-74.0149,40.7169,1
1.0,2,2950,-73.9487,40.7845,3
1.0,1,1950,-73.9581,40.7631,1
1.0,2,1595,-73.8801,40.8774,3
1.0,1,2450,-74.0059,40.7075,2
1.0,0,2725,-73.9941,40.7434,1
1.0,2,2200,-73.9513,40.7867,1
1.0,1,1970,-73.9416,40.8163,1
2.0,2,3500,-73.952,40.7709,2
1.0,2,3300,-73.9631,40.7564,3
1.0,2,3395,-73.9523,40.7784,1
1.0,1,3550,-73.9661,40.7929,1
1.0,0,1585,-73.9427,40.8077,3
1.0,2,3900,-73.9888,40.7237,1
1.0,0,2500,-73.9875,40.7494,2
1.0,2,2525,-73.952,40.8112,1
1.0,0,2895,-73.9876,40.7318,1
1.0,1,2700,-73.9567,40.7756,1
1.0,2,2400,-73.9101,40.7792,2
1.0,2,5450,-73.9685,40.7961,1
1.0,1,3675,-74.0055,40.7111,1
1.0,0,2250,-73.9507,40.7814,2
1.0,0,3000,-73.9886,40.7656,2
3.0,1,4510,-73.9883,40.7777,1
1.0,1,2675,-73.9951,40.6925,2
1.0,2,2450,-73.9564,40.7152,2
1.0,3,3400,-73.9812,40.735,2
1.0,2,2631,-73.9474,40.6584,1
1.0,1,3895,-74.0053,40.7448,2
1.0,2,2000,-73.9101,40.7669,3
1.0,2,4105,-73.9748,40.7301,2
2.0,4,5700,-73.9678,40.7605,1
1.0,1,2000,-73.955,40.675,2
1.0,1,3800,-73.976,40.7845,1
1.0,1,2995,-73.999,40.761,2
0.0,2,2475,-73.9392,40.8021,1
1.0,0,2295,-74.0026,40.726,1
1.0,2,3300,-73.9984,40.7545,1
1.0,3,2495,-73.9378,40.7139,1
1.0,1,3095,-73.9448,40.7167,1
1.0,1,2556,-73.9532,40.8058,1
1.0,0,3333,-73.995,40.744,2
2.0,2,5079,-73.9755,40.7351,1
2.0,3,4850,-73.9955,40.7553,1
1.0,1,2250,-73.9456,40.7769,1
1.0,1,3465,-73.9757,40.7462,1
1.0,1,2275,-73.9558,40.773,1
1.0,0,2150,-73.9886,40.7208,1
1.5,1,1895,-73.9419,40.7443,1
1.0,0,2100,-73.9763,40.7878,1
1.0,3,4380,-74.0109,40.7068,1
1.0,0,3325,-73.9916,40.7452,1
2.0,3,4450,-73.9747,40.79,2
1.0,3,4895,-73.9585,40.7704,2
1.0,1,3395,-73.9845,40.7454,1
1.0,1,3300,-73.9978,40.7612,1
1.0,2,3000,-73.9904,40.7584,1
1.0,1,3600,-73.9523,40.772,1
1.0,0,3100,-73.993,40.7715,1
1.0,1,3950,-73.9922,40.7556,1
1.0,2,4500,-74.0076,40.7047,1
1.0,1,3350,-73.9854,40.6919,1
1.0,2,4260,-73.9942,40.7301,3
1.0,2,5545,-73.9831,40.7377,1
1.0,1,2995,-73.9806,40.7209,1
1.0,1,2300,-74.018,40.7067,3
1.0,3,4100,-73.9958,40.753,2
1.0,1,2575,-74.0059,40.7075,1
1.0,1,1995,-73.9478,40.7817,1
3.0,3,5395,-73.9849,40.7403,1
1.0,2,3995,-74.0058,40.7087,1
1.0,1,2250,-73.9592,40.8157,1
2.0,2,2450,-73.9429,40.6604,2
2.0,2,5125,-73.9705,40.7957,1
2.0,2,5985,-74.0122,40.7057,1
1.0,0,3605,-73.9712,40.7944,1
1.0,2,3300,-73.9449,40.7765,1
1.0,1,3500,-74.0046,40.734,3
1.0,1,2890,-73.9998,40.7613,1
3.5,4,11000,-73.9777,40.6855,1
2.0,2,8750,-73.9813,40.7245,1
2.0,3,2350,-73.7546,40.752,2
1.0,1,2500,-73.9617,40.7604,1
1.0,1,1650,-73.9217,40.8666,2
1.0,0,1675,-73.9205,40.7423,2
2.0,4,6000,-73.976,40.7376,3
1.0,1,5850,-73.97800000000002,40.7351,1
1.0,2,3270,-73.9705,40.7893,3
1.0,1,1900,-73.9923,40.66,2
1.0,0,3104,-73.9915,40.7678,1
1.0,2,3200,-73.94800000000002,40.7842,1
3.5,4,4200,-73.9147,40.6908,1
3.0,3,10500,-73.9823,40.7747,1
2.0,2,11950,-73.9916,40.7272,1
1.0,1,2000,-73.9542,40.7685,1
1.0,0,2895,-74.002,40.7385,1
1.0,0,2365,-74.0143,40.71,1
1.0,2,3750,-73.9649,40.7572,1
1.0,0,2550,-73.9939,40.6988,2
1.0,1,3250,-73.9994,40.74,1
1.5,4,3850,-73.9482,40.8291,1
1.0,2,2795,-74.0122,40.7074,3
1.0,0,2500,-73.9635,40.7703,1
1.0,1,1825,-73.8511,40.7214,2
1.0,0,5350,-74.0084,40.7388,1
1.0,2,3500,-73.9765,40.7489,2
1.0,1,3895,-73.9927,40.7301,1
1.0,0,2400,-73.9768,40.7471,1
1.0,1,2200,-73.9731,40.7852,2
1.0,1,2950,-73.9565,40.7699,1
1.0,1,1875,-73.9404,40.844,2
2.0,3,3800,-73.9532,40.7773,3
1.0,2,2900,-73.9992,40.754,2
1.0,2,2700,-73.9592,40.8105,2
1.0,0,2050,-73.9945,40.6907,1
1.0,1,2100,-73.9467,40.8272,1
1.0,0,3195,-73.9671,40.7678,1
2.0,2,6495,-73.9846,40.7756,1
2.0,3,5950,-73.9606,40.6882,1
1.0,1,5575,-74.0047,40.7334,1
1.0,1,1700,-73.8618,40.6935,1
2.0,3,7100,-73.9794,40.7804,1
3.0,3,14595,-74.0103,40.7243,2
1.0,1,2750,-73.9889,40.7645,1
1.5,0,2690,-73.976,40.7785,1
2.0,2,3950,-73.9904,40.7137,1
1.0,0,2195,-73.9999,40.7297,2
2.0,2,15000,-73.9631,40.7773,1
1.0,2,2850,-74.0061,40.7083,1
1.0,2,1500,-73.9073,40.8601,2
1.0,2,3295,-73.97399999999998,40.7446,1
2.0,3,4580,-73.9727,40.7436,2
1.0,2,4200,-73.9933,40.7366,2
1.0,0,2325,-73.968,40.7976,1
1.0,2,3495,-73.9478,40.773,1
1.0,1,4692,-74.0103,40.7138,1
1.0,2,3450,-73.9684,40.7939,1
1.0,2,700,-73.895,40.8624,3
1.0,1,1730,-73.9188,40.7385,2
2.0,4,7899,-73.9809,40.7297,1
1.0,2,2400,-73.903,40.7731,1
1.0,1,2450,-73.9741,40.6857,3
1.0,1,4265,-73.9732,40.7476,1
1.0,2,2900,-73.9639,40.799,1
1.0,2,3700,-73.955,40.7087,1
1.0,2,4050,-74.0018,40.7268,1
1.0,0,2300,-73.9838,40.7586,1
1.0,1,3100,-73.9505,40.7771,1
1.0,1,2650,-73.9471,40.7806,1
1.0,1,3450,-73.955,40.7179,1
1.0,2,5200,-73.9556,40.776,1
1.0,0,3025,-73.9963,40.7606,1
1.0,2,2950,-73.9486,40.7968,1
1.0,1,2750,-73.9509,40.7735,1
0.0,0,8333,-74.0202,40.6345,1
1.0,0,2125,-73.9951,40.6925,1
1.0,0,3625,-74.0101,40.7066,1
1.0,1,2650,-73.9686,40.7998,1
1.0,1,3349,-73.9555,40.737,1
1.0,3,3700,-73.9838,40.7244,1
1.0,1,2295,-73.9408,40.7198,1
1.0,2,4395,-73.987,40.7261,1
1.0,1,3025,-73.9672,40.7108,1
1.0,1,3750,-73.991,40.7331,3
2.0,2,6100,-73.9865,40.745,1
1.0,2,2659,-73.9481,40.7957,2
2.0,2,6159,-73.9947,40.7461,1
1.0,1,3300,-73.9859,40.7303,1
1.0,2,2500,-73.9523,40.7693,1
1.0,0,2950,-73.9717,40.7535,1
1.0,0,3230,-73.9905,40.7456,1
1.0,2,3600,-73.9881,40.7323,1
1.0,1,3465,-73.9757,40.7462,1
2.0,2,6000,-73.9502,40.7754,1
1.0,2,3600,-73.97399999999998,40.7446,1
1.0,3,3650,-73.9834,40.7302,1
1.0,1,3050,-73.9772,40.7412,1
2.0,3,5465,-73.9915,40.7678,1
1.0,4,3500,-73.9559,40.6738,2
1.0,2,3450,-74.0111,40.7076,1
2.0,2,4500,-73.9806,40.7755,1
1.0,3,3779,-73.9536,40.7775,2
1.0,0,2500,-73.9762,40.7455,1
1.0,1,2695,-73.9592,40.7727,1
1.0,0,1625,-73.949,40.7895,3
1.0,2,4200,-73.9957,40.7427,1
2.0,3,4400,-73.9741,40.7447,2
1.0,2,4025,-74.0095,40.7054,2
2.5,2,10500,-73.961,40.7669,1
1.0,2,4000,-74.0077,40.7365,1
1.0,0,1375,-73.8952,40.8676,2
1.0,1,2650,-73.9781,40.7658,2
1.0,2,3350,-73.9844,40.7262,1
2.0,3,4200,-73.9897,40.7652,3
1.0,0,3725,-73.9897,40.7337,1
2.0,3,11500,-73.9839,40.776,1
1.0,1,3450,-73.9816,40.7283,1
1.0,1,2425,-73.9765,40.7809,1
1.0,2,2650,-73.9539,40.8002,1
1.0,3,2950,-73.95100000000002,40.8219,2
1.0,1,3150,-73.9572,40.74800000000001,1
1.0,0,2295,-73.9791,40.739,1
1.0,0,3095,-73.9658,40.7606,2
2.5,3,6200,-73.9627,40.7634,1
1.0,1,3450,-73.9942,40.7252,1
1.0,1,2895,-73.9917,40.7642,1
1.0,2,3500,-73.9544,40.7724,2
1.0,3,2300,-73.9228,40.6726,2
2.0,4,7260,-73.9758,40.733,1
1.0,3,2500,-73.9067,40.7766,3
1.0,0,2394,-73.9875,40.7494,1
2.0,2,7350,-73.9535,40.7838,1
1.0,3,3900,-74.0044,40.7231,3
1.0,2,3695,-73.9988,40.7295,2
1.0,3,3600,-73.9583,40.8182,1
1.0,1,2650,-74.0046,40.7073,1
